,make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
1136,2012,17.94,1200,Petrol,4,5038.82,Chevrolet,Automatic,Black,Partial,0,No
1137,2020,25.94,1800,Diesel,1,10009.36,Tesla,Automatic,White,Partial,0,Yes
1138,2000,22.79,2500,Diesel,2,7461.76,Chevrolet,Manual,Silver,Partial,0,Yes
1139,1997,15.09,1200,Petrol,4,2334.15,Chevrolet,Manual,Silver,None,0,No
1140,2013,19.95,5000,Diesel,1,13241.44,Honda,Manual,Silver,Full,0,Yes
1141,2009,22.13,2000,Petrol,4,7300.95,Ford,Automatic,Black,Partial,0,Yes
1142,2019,18.43,1800,Diesel,5,7759.53,Kia,Manual,Red,Full,0,Yes
1143,2017,15.06,2500,Petrol,5,7585.72,Ford,Manual,Blue,Partial,0,Yes
1144,1999,15.34,5000,Diesel,4,9079.24,Volkswagen,Manual,Black,Full,0,Yes
1145,2022,19.93,1200,Diesel,1,7406.55,Volkswagen,Manual,Blue,Full,0,Yes
1146,2004,20.06,1000,Electric,5,7216.81,Kia,Manual,White,Full,0,Yes
1147,2001,16.54,1500,Electric,5,5292.28,Toyota,Automatic,Blue,None,1,No
1148,2019,5.0,1200,Diesel,4,4972.32,Toyota,Automatic,Blue,Full,0,Yes
1149,2011,11.55,1500,Petrol,5,4848.87,BMW,Manual,White,Partial,2,Yes
1150,2001,21.1,2500,Petrol,2,7263.02,Nissan,Automatic,Black,None,0,No
1151,2016,7.35,1800,Petrol,5,2249.76,Tesla,Manual,Black,Full,0,Yes
1152,2020,23.92,1500,Petrol,4,8325.56,Ford,Automatic,White,Partial,1,Yes
1153,2006,23.18,2000,Petrol,5,7090.62,BMW,Automatic,Black,Full,1,Yes
1154,2019,18.21,2500,Diesel,5,6100.27,Kia,Automatic,Red,Partial,0,No
1155,2011,20.99,1800,Petrol,3,6946.14,Volkswagen,Automatic,Gray,None,0,Yes
1156,2007,20.64,2500,Petrol,4,6489.17,BMW,Automatic,Blue,Full,0,No
1157,2014,17.42,1200,Diesel,4,5435.58,Ford,Automatic,Black,Full,1,Yes
1158,2019,11.13,2500,Diesel,3,9119.85,Nissan,Automatic,Blue,Full,0,Yes
1159,1998,22.84,1200,Diesel,3,4380.8,Nissan,Manual,Gray,Full,0,Yes
1160,2004,25.04,2000,Diesel,2,6025.56,Volkswagen,Manual,Gray,Partial,0,Yes
1161,1997,11.96,3000,Petrol,5,3719.86,Chevrolet,Manual,Black,None,0,Yes
1162,2003,10.94,2000,Petrol,1,4888.59,Volkswagen,Manual,Blue,Full,1,Yes
1163,2007,17.32,5000,Diesel,1,9658.6,Nissan,Automatic,White,Full,1,Yes
1164,2012,14.87,1200,Petrol,3,4735.24,Kia,Automatic,White,Full,1,Yes
1165,2009,18.72,1800,Diesel,4,6372.91,BMW,Automatic,White,None,0,Yes
1166,1998,24.04,4000,Petrol,4,8317.87,Hyundai,Automatic,Red,Full,0,Yes
1167,2009,6.77,3000,Electric,2,10233.95,Nissan,Manual,Red,Full,1,Yes
1168,2016,25.91,2000,Diesel,1,9120.04,Honda,Automatic,White,Partial,0,Yes
1169,1996,15.97,4000,Diesel,4,6642.6,Ford,Manual,Blue,Full,2,Yes
1170,2009,20.56,1000,Petrol,2,6256.87,Hyundai,Automatic,White,Full,1,Yes
1171,2002,21.09,4000,Electric,2,13079.78,Ford,Automatic,White,Full,0,Yes
1172,2002,21.68,5000,Diesel,3,10601.07,Ford,Automatic,Silver,None,0,No
1173,2011,18.31,5000,Petrol,1,11161.24,Volkswagen,Automatic,Red,Full,0,Yes
1174,2006,19.48,2000,Diesel,2,6208.22,BMW,Manual,Red,Full,0,Yes
1175,2013,19.45,4000,Petrol,2,11120.4,BMW,Manual,White,Partial,0,Yes
1176,2004,14.85,1500,Petrol,2,4367.51,Toyota,Automatic,White,Full,0,Yes
1177,2003,9.21,1800,Petrol,1,4537.89,Chevrolet,Manual,Silver,Partial,0,Yes
1178,1999,11.9,1000,Diesel,3,3378.14,Nissan,Automatic,Silver,Full,0,Yes
1179,2000,17.48,1200,Diesel,5,3588.66,Volkswagen,Manual,Red,Full,0,Yes
1180,2014,14.07,800,Diesel,4,3427.9,Tesla,Manual,Red,Full,0,Yes
1181,2020,14.08,1500,Diesel,1,6485.86,Honda,Manual,Red,None,1,Yes
1182,1996,27.0,1000,Diesel,1,3830.77,Kia,Automatic,Red,None,2,Yes
1183,2021,22.29,1000,Petrol,1,8894.32,Nissan,Manual,Blue,None,0,Yes
1184,2018,16.74,800,Petrol,5,3964.86,Nissan,Automatic,White,None,1,Yes
1185,2021,21.36,5000,Petrol,4,12076.9,Hyundai,Manual,Blue,None,1,No
1186,2007,15.9,1000,Petrol,4,2624.57,Tesla,Manual,Black,Full,0,Yes
1187,2000,18.55,1500,Electric,2,7890.77,Toyota,Automatic,Red,Partial,2,Yes
1188,1999,20.21,2000,Diesel,2,5439.61,Volkswagen,Manual,Red,Full,1,Yes
1189,2019,15.91,2500,Petrol,3,8852.62,Volkswagen,Manual,White,Full,1,Yes
1190,1995,14.57,2500,Petrol,1,5991.4,Chevrolet,Automatic,Red,None,2,Yes
1191,2015,24.12,2500,Electric,3,9848.34,Tesla,Automatic,Red,Full,1,Yes
1192,2016,21.07,1500,Petrol,1,8431.15,Volkswagen,Manual,Blue,Full,1,No
1193,2015,6.73,1800,Diesel,4,5070.89,Hyundai,Automatic,Black,None,0,Yes
1194,2000,14.66,1200,Petrol,3,4691.11,Honda,Automatic,Blue,Partial,0,Yes
1195,2000,14.09,800,Diesel,4,1467.79,Toyota,Automatic,Silver,Full,1,Yes
1196,2017,14.89,3000,Electric,2,12787.07,Hyundai,Automatic,Red,Full,0,Yes
1197,2010,22.31,5000,Diesel,4,11168.2,Tesla,Automatic,Blue,Partial,1,Yes
1198,1998,18.1,2500,Diesel,5,3666.22,Nissan,Automatic,White,Partial,1,No
1199,2005,11.05,4000,Diesel,3,9041.32,BMW,Automatic,Gray,Partial,0,Yes
1200,2018,16.08,5000,Diesel,1,13431.2,BMW,Manual,Black,Full,0,Yes
1201,2017,20.71,1500,Petrol,4,6342.38,BMW,Manual,Gray,Full,1,No
1202,2003,16.9,1800,Petrol,3,4211.36,Tesla,Manual,Black,Partial,0,No
1203,2017,14.78,1800,Electric,1,12077.81,Chevrolet,Manual,White,None,0,Yes
1204,1997,19.66,2500,Petrol,3,6417.85,Toyota,Manual,White,Full,1,No
1205,2013,26.09,4000,Petrol,3,10992.02,Nissan,Manual,Red,Full,2,Yes
1206,2002,20.31,3000,Diesel,5,6121.25,Kia,Manual,Black,Partial,1,No
1207,1999,24.5,2500,Electric,4,7819.37,BMW,Manual,White,Full,1,Yes
1208,1998,15.11,800,Diesel,5,2984.55,Honda,Manual,Silver,Partial,1,Yes
1209,2018,17.96,5000,Diesel,2,11638.78,Ford,Manual,Black,Full,0,Yes
1210,2000,17.86,2000,Diesel,3,5947.74,BMW,Manual,White,Partial,1,Yes
1211,1996,18.59,5000,Diesel,4,10551.22,Nissan,Automatic,Blue,Partial,1,No
1212,2014,20.2,4000,Diesel,2,10156.12,Chevrolet,Automatic,White,Full,0,Yes
1213,2022,13.41,2500,Electric,2,11561.34,Toyota,Automatic,Gray,None,0,Yes
1214,2005,21.24,800,Diesel,5,2609.61,Toyota,Automatic,Black,Full,0,Yes
1215,1998,9.86,4000,Petrol,2,8524.63,Ford,Manual,Gray,Full,1,Yes
1216,2009,11.32,1200,Diesel,1,5538.06,Honda,Automatic,Gray,Full,0,Yes
1217,2000,28.68,4000,Diesel,1,8862.01,Ford,Automatic,Red,None,1,Yes
1218,2016,15.45,1500,Petrol,1,6324.29,Ford,Manual,Silver,None,0,Yes
1219,2011,21.65,4000,Petrol,2,11311.11,Toyota,Automatic,White,Full,0,Yes
1220,2018,26.49,3000,Electric,3,12544.35,Kia,Manual,Black,Full,0,Yes
1221,2000,6.43,2500,Petrol,4,2155.84,Tesla,Manual,White,Full,1,Yes
1222,2013,23.63,1500,Diesel,1,8498.21,Hyundai,Manual,Gray,Partial,0,Yes
1223,2019,21.24,4000,Petrol,1,12668.6,Toyota,Automatic,White,None,1,Yes
1224,1996,26.2,1500,Petrol,1,4935.62,Nissan,Manual,Black,Partial,1,Yes
1225,2009,12.09,800,Diesel,5,2550.85,Chevrolet,Manual,Blue,None,0,Yes
1226,2005,25.26,2000,Petrol,5,5350.16,Nissan,Manual,Black,Partial,0,Yes
1227,2002,14.3,1500,Petrol,1,4972.42,Volkswagen,Automatic,Black,Full,1,Yes
1228,2020,23.27,5000,Petrol,1,15557.96,Chevrolet,Manual,Red,None,0,Yes
1229,2013,17.82,1200,Electric,5,8527.63,Volkswagen,Automatic,White,Full,0,No
1230,2007,21.85,1800,Diesel,4,6355.69,Nissan,Manual,White,Full,0,Yes
1231,2006,18.24,1200,Diesel,3,4698.21,Volkswagen,Manual,Black,None,0,Yes
1232,1999,8.8,4000,Diesel,4,5544.38,Honda,Manual,Gray,None,0,Yes
1233,2000,5.0,2000,Diesel,3,4940.65,Tesla,Manual,Blue,Full,0,Yes
1234,2020,19.05,1200,Diesel,2,7470.82,Chevrolet,Automatic,Red,Full,0,Yes
1235,2016,16.68,1800,Diesel,2,6545.7,Chevrolet,Automatic,Blue,Full,0,Yes
1236,1998,19.99,3000,Diesel,4,9015.53,Honda,Manual,Blue,Full,0,Yes
1237,2013,16.74,3000,Petrol,5,7587.43,Toyota,Manual,Red,Partial,1,Yes
1238,2014,28.09,2000,Petrol,1,8233.26,BMW,Manual,Gray,None,0,Yes
1239,1995,19.15,1800,Diesel,2,5529.21,Chevrolet,Automatic,Gray,None,0,Yes
1240,2014,15.77,1800,Petrol,5,6556.75,Kia,Manual,Red,None,0,Yes
1241,2011,19.69,800,Petrol,5,3711.11,Nissan,Manual,Blue,Full,0,Yes
1242,2006,15.86,1000,Diesel,3,3309.11,Honda,Automatic,Gray,Full,0,Yes
1243,2009,18.46,1500,Petrol,2,5955.79,Chevrolet,Automatic,Blue,Partial,0,Yes
1244,1995,11.91,2000,Diesel,4,3761.69,Nissan,Manual,Blue,Partial,0,Yes
1245,2020,17.96,2500,Petrol,5,8601.11,Volkswagen,Automatic,Gray,Full,0,No
1246,2008,15.61,800,Diesel,4,3064.15,Honda,Manual,White,Full,1,Yes
1247,2000,12.39,3000,Petrol,4,6797.6,Nissan,Manual,White,Full,0,Yes
1248,1999,27.88,800,Electric,2,6272.49,Hyundai,Automatic,White,Partial,0,Yes
1249,2005,12.58,4000,Petrol,4,7060.18,Honda,Manual,White,Full,1,No
1250,1998,18.03,1500,Diesel,4,3393.95,Toyota,Manual,Gray,Partial,0,No
1251,2007,13.99,2500,Diesel,1,7068.56,Chevrolet,Automatic,Gray,Full,0,No
1252,2005,19.49,2000,Petrol,4,4973.32,Honda,Manual,Red,Full,1,No
1253,1997,11.63,4000,Diesel,1,9114.2,Kia,Automatic,Black,Partial,1,Yes
1254,1995,22.2,1000,Electric,2,6673.97,Chevrolet,Manual,Gray,Full,1,Yes
1255,2000,28.18,2500,Petrol,4,6907.66,Toyota,Manual,White,Full,1,Yes
1256,2012,13.8,1800,Petrol,5,5384.89,Volkswagen,Manual,Blue,Partial,0,Yes
1257,2018,24.08,2500,Petrol,4,9104.94,Kia,Manual,Black,Full,0,Yes
1258,2004,16.09,800,Petrol,1,4463.28,Honda,Manual,White,Full,0,Yes
1259,1999,25.53,5000,Electric,5,10510.63,Toyota,Automatic,Silver,Full,1,Yes
1260,2017,28.94,4000,Petrol,2,13325.33,Toyota,Manual,Silver,Full,0,Yes
1261,2004,16.83,800,Diesel,3,3636.95,Honda,Manual,Red,Full,1,Yes
1262,2006,10.4,1800,Petrol,3,4280.4,Volkswagen,Manual,Silver,Full,0,Yes
1263,1996,22.74,3000,Petrol,1,7063.46,Honda,Automatic,Red,Full,1,Yes
1264,2007,19.12,800,Petrol,2,5249.38,Toyota,Automatic,Gray,Partial,0,Yes
1265,2002,20.51,2500,Petrol,2,6410.61,BMW,Automatic,Gray,Partial,0,Yes
1266,1996,16.3,1000,Diesel,4,2037.77,Volkswagen,Automatic,Red,Partial,1,Yes
1267,2014,13.58,2500,Petrol,3,8073.08,Tesla,Automatic,Gray,Partial,1,Yes
1268,1995,23.8,2500,Diesel,4,5459.98,Chevrolet,Automatic,Red,Full,1,Yes
1269,1999,19.6,4000,Diesel,2,7724.43,Tesla,Automatic,Black,Full,0,Yes
1270,2003,10.78,2000,Petrol,1,6193.97,Honda,Manual,Black,Partial,1,Yes
1271,2011,21.43,1500,Petrol,1,7070.81,Hyundai,Manual,Silver,Full,0,Yes
1272,2003,20.43,2500,Petrol,5,6394.09,Chevrolet,Automatic,Black,Partial,1,Yes
1273,2005,16.37,2500,Petrol,1,6981.22,Toyota,Manual,White,Partial,0,Yes
1274,2009,26.1,1500,Petrol,3,6781.44,Kia,Manual,Red,Full,2,Yes
1275,2018,14.91,1000,Diesel,5,5487.52,Chevrolet,Manual,White,Partial,0,Yes
1276,2000,17.16,4000,Electric,3,10092.01,Tesla,Automatic,Black,Full,0,Yes
1277,2017,21.84,3000,Diesel,4,9786.46,Hyundai,Manual,Gray,Partial,1,Yes
1278,1997,18.38,1800,Petrol,4,5555.99,Tesla,Manual,Blue,Full,0,No
1279,2011,11.08,1800,Petrol,1,7053.42,Nissan,Automatic,Black,Full,2,No
1280,1999,18.92,800,Electric,5,5423.49,Toyota,Manual,Red,None,0,Yes
1281,2022,15.93,4000,Diesel,3,12004.59,BMW,Automatic,Blue,Partial,0,Yes
1282,2006,22.28,5000,Petrol,3,11805.11,Kia,Automatic,Blue,Full,0,Yes
1283,2012,18.76,3000,Petrol,2,9091.06,BMW,Manual,Red,Partial,0,Yes
1284,2008,18.47,1800,Petrol,1,6075.59,Hyundai,Automatic,Gray,Full,0,No
1285,2015,12.76,5000,Diesel,4,10029.62,Honda,Manual,Silver,Full,0,Yes
1286,2018,16.85,2000,Diesel,2,7758.16,Chevrolet,Automatic,Gray,None,0,No
1287,2005,22.85,5000,Petrol,4,9119.88,Volkswagen,Manual,Gray,Full,1,No
1288,2003,14.12,5000,Petrol,4,10431.53,Chevrolet,Manual,Gray,Full,0,Yes
1289,1996,17.84,3000,Petrol,3,5006.38,Toyota,Manual,Black,None,2,Yes
1290,2006,13.32,2000,Petrol,4,4848.0,Honda,Automatic,Gray,Full,1,Yes
1291,1997,12.08,5000,Diesel,5,6503.76,Tesla,Automatic,Gray,Full,0,Yes
1292,1997,17.58,1500,Diesel,4,3897.33,Toyota,Automatic,Black,Full,0,Yes
1293,1995,18.87,1200,Petrol,5,3204.25,Honda,Automatic,Gray,Full,2,No
1294,2002,27.97,2500,Diesel,4,5497.08,Hyundai,Automatic,Blue,Full,0,Yes
1295,2016,15.72,1000,Petrol,2,6848.02,Kia,Manual,Blue,Partial,0,Yes
1296,2022,17.75,2500,Diesel,3,7885.96,Toyota,Automatic,Red,Partial,0,Yes
1297,2023,11.75,800,Diesel,2,6062.19,Toyota,Manual,Red,Partial,1,Yes
1298,2002,21.06,5000,Petrol,3,12877.97,Honda,Automatic,Silver,Partial,0,Yes
1299,2005,19.99,1800,Diesel,2,6529.92,Ford,Automatic,Gray,Full,0,Yes
1300,2003,25.44,4000,Petrol,1,11304.1,Volkswagen,Automatic,Blue,Full,0,Yes
1301,1999,23.56,800,Petrol,4,3591.38,Ford,Automatic,Black,None,0,Yes
1302,2008,19.76,3000,Petrol,4,7314.22,Tesla,Manual,Gray,Full,1,No
1303,2022,15.65,4000,Petrol,1,11463.49,Kia,Manual,Red,None,1,No
1304,1997,19.02,4000,Diesel,1,10213.65,Nissan,Automatic,Gray,Full,0,No
1305,2015,17.44,3000,Petrol,5,9664.5,Hyundai,Manual,White,Full,0,Yes
1306,1999,22.77,1500,Diesel,2,5285.99,Volkswagen,Manual,Black,Full,0,No
1307,1999,22.13,2500,Electric,4,9867.66,Tesla,Manual,Gray,Full,0,Yes
1308,2013,16.52,800,Petrol,5,4906.2,Ford,Manual,Blue,None,0,No
1309,2021,10.69,2500,Petrol,4,7394.0,Chevrolet,Manual,Red,Full,1,Yes
1310,2008,24.67,2000,Petrol,1,8117.94,BMW,Automatic,Gray,Partial,0,Yes
1311,2020,20.91,1800,Petrol,5,6672.77,Tesla,Manual,Red,Full,0,Yes
1312,1998,16.4,800,Petrol,5,3810.92,Chevrolet,Manual,White,Partial,0,Yes
1313,2019,20.71,3000,Diesel,5,9544.89,Ford,Automatic,Silver,Full,0,Yes
1314,2007,18.37,5000,Petrol,2,11186.37,Chevrolet,Manual,Black,Partial,0,Yes
1315,2004,24.59,800,Diesel,5,3166.47,Kia,Automatic,Red,None,0,No
1316,2019,8.35,800,Petrol,4,4969.38,Kia,Manual,Silver,Full,1,Yes
1317,2012,16.01,1200,Petrol,2,4620.78,Nissan,Manual,Gray,None,0,Yes
1318,2002,26.0,3000,Petrol,4,6562.76,Ford,Manual,White,Full,0,Yes
1319,2002,20.82,3000,Petrol,5,5997.35,BMW,Automatic,Gray,None,1,No
1320,2001,26.86,2500,Petrol,5,5602.11,BMW,Manual,White,Full,1,No
1321,2002,11.89,1800,Diesel,4,3616.89,Kia,Automatic,Black,None,0,Yes
1322,2008,23.36,3000,Diesel,3,9082.53,Volkswagen,Automatic,Black,Full,0,Yes
1323,2013,23.06,1000,Petrol,5,7057.25,Hyundai,Automatic,Red,Partial,1,Yes
1324,2023,9.59,3000,Diesel,5,8715.19,Tesla,Manual,Red,None,0,No
1325,2000,16.52,1000,Petrol,2,3728.53,Hyundai,Manual,Black,None,0,Yes
1326,1995,17.47,5000,Petrol,4,9252.15,Kia,Manual,Black,Full,0,Yes
1327,2017,9.9,1800,Diesel,5,5386.88,Kia,Manual,Gray,Full,0,Yes
1328,2009,16.63,1500,Electric,4,6129.93,BMW,Automatic,Red,Partial,1,Yes
1329,1995,22.37,800,Diesel,2,4731.22,Nissan,Manual,Gray,Partial,0,Yes
1330,2019,16.05,1800,Petrol,4,5689.92,Nissan,Manual,Red,Partial,0,No
1331,2011,19.21,2500,Electric,4,10238.08,Hyundai,Automatic,Red,None,0,Yes
1332,1995,19.25,800,Diesel,2,2362.05,BMW,Manual,White,Full,1,Yes
1333,2009,17.94,1000,Diesel,5,2763.39,Honda,Manual,Blue,Partial,1,No
1334,2017,14.47,4000,Electric,4,12240.91,Honda,Automatic,Black,Partial,0,Yes
1335,1996,21.29,1800,Diesel,3,2019.68,Tesla,Manual,White,Full,0,Yes
1336,2008,10.06,2500,Diesel,5,4363.74,BMW,Automatic,Red,Full,0,No
1337,2015,18.04,1000,Diesel,2,6733.69,Volkswagen,Manual,Blue,Partial,1,Yes
1338,2002,24.93,2500,Petrol,1,8307.81,Kia,Automatic,Blue,Full,0,No
1339,2002,15.76,2500,Diesel,3,3969.35,Hyundai,Manual,White,Partial,0,Yes
1340,2013,14.36,2500,Petrol,5,7293.69,Chevrolet,Automatic,Silver,None,2,Yes
1341,2001,21.63,1800,Electric,2,11217.59,Kia,Manual,Silver,Full,0,No
1342,2013,18.82,4000,Diesel,3,11836.11,BMW,Manual,Red,Partial,1,Yes
1343,2000,21.73,1000,Diesel,5,2480.12,Nissan,Manual,Gray,Partial,1,Yes
1344,2000,18.19,1500,Petrol,1,4673.71,Volkswagen,Manual,Gray,Full,0,Yes
1345,1997,6.06,1000,Diesel,5,1000.0,Kia,Automatic,Silver,Partial,0,Yes
1346,2001,23.9,3000,Petrol,1,10243.41,Ford,Automatic,Gray,None,0,Yes
1347,2013,28.35,800,Diesel,1,6933.64,BMW,Manual,Red,None,0,Yes
1348,2002,24.42,4000,Diesel,4,7921.37,BMW,Manual,Silver,Partial,0,No
1349,2004,5.0,1800,Petrol,2,5137.68,Tesla,Automatic,White,Partial,0,Yes
1350,2014,20.26,1200,Petrol,4,6866.62,Hyundai,Automatic,Blue,Partial,0,Yes
1351,2009,15.67,1500,Diesel,1,7353.92,Tesla,Manual,Black,Partial,1,No
1352,2009,12.58,800,Petrol,2,3404.81,Tesla,Automatic,Blue,Full,1,No
1353,2023,18.61,1200,Petrol,2,8377.18,Kia,Automatic,Silver,Full,0,Yes
1354,1995,17.26,3000,Petrol,2,7682.65,Hyundai,Manual,Blue,Full,0,Yes
1355,2014,20.54,1000,Petrol,3,5967.47,Honda,Manual,Silver,Partial,0,No
1356,2001,18.28,1000,Diesel,5,3038.93,Toyota,Automatic,Red,Full,1,Yes
1357,2021,12.4,4000,Electric,1,14740.7,Chevrolet,Manual,Black,Partial,0,Yes
1358,1998,15.12,1800,Diesel,2,4344.27,Nissan,Automatic,Red,Full,0,No
1359,2023,14.31,1800,Petrol,3,8220.54,Nissan,Manual,Black,Partial,0,Yes
1360,2000,9.42,800,Diesel,3,3119.32,Chevrolet,Manual,Red,Partial,0,Yes
1361,2019,11.14,2000,Diesel,1,9389.75,Honda,Manual,Gray,Partial,0,No
1362,1995,16.94,3000,Diesel,4,5128.11,Ford,Manual,Red,Partial,1,Yes
1363,2023,25.12,2000,Petrol,3,9431.6,Tesla,Automatic,Blue,None,0,Yes
1364,1999,15.32,2500,Petrol,1,5834.13,BMW,Automatic,Black,None,3,Yes
1365,2021,14.21,1500,Diesel,3,8583.55,Hyundai,Automatic,Blue,Partial,0,Yes
1366,2017,12.09,1000,Petrol,1,5969.14,Chevrolet,Manual,Red,Full,0,No
1367,1995,18.15,800,Diesel,2,2930.11,Tesla,Manual,Blue,Full,0,No
1368,1998,23.9,2000,Diesel,4,5047.06,Toyota,Manual,Silver,Full,0,Yes
1369,2016,28.01,4000,Petrol,3,11870.35,Chevrolet,Automatic,Gray,Partial,2,Yes
1370,1996,19.43,5000,Diesel,3,7633.35,Ford,Automatic,Red,Partial,0,Yes
1371,2004,18.7,1800,Petrol,3,5989.99,Hyundai,Automatic,Silver,Partial,0,Yes
1372,1999,15.28,1000,Petrol,5,2528.46,Toyota,Automatic,Gray,Full,0,Yes
1373,2021,16.12,800,Petrol,5,5342.13,Ford,Manual,Red,Full,1,Yes
1374,2004,21.15,1200,Petrol,2,5697.44,Hyundai,Manual,Silver,Partial,0,Yes
1375,1995,16.43,1500,Petrol,3,3316.45,Toyota,Manual,Gray,Full,0,No
1376,2016,17.19,2500,Petrol,4,6174.75,Honda,Manual,Silver,Full,1,Yes
1377,2000,17.87,4000,Petrol,5,8139.12,Ford,Manual,Red,Full,1,No
1378,2007,15.05,3000,Petrol,1,6803.35,Tesla,Automatic,Silver,Partial,0,Yes
1379,2009,17.63,4000,Diesel,1,9494.49,Hyundai,Manual,Black,Partial,0,Yes
1380,1998,7.9,2500,Petrol,1,6497.98,Hyundai,Manual,Silver,Full,0,No
1381,2007,20.74,5000,Petrol,2,10086.7,Ford,Manual,Red,Full,2,Yes
1382,2018,29.76,3000,Petrol,3,10512.96,Volkswagen,Manual,Gray,Partial,0,Yes
1383,2014,15.24,3000,Petrol,3,10142.25,Volkswagen,Automatic,Black,None,0,Yes
1384,2018,19.87,800,Electric,5,8256.77,Honda,Automatic,Black,None,0,No
1385,2009,22.26,4000,Diesel,1,9543.32,Tesla,Manual,Black,Full,0,Yes
1386,2023,24.4,1000,Diesel,2,9030.49,Toyota,Manual,Blue,Full,1,Yes
1387,2002,16.68,2500,Petrol,4,5901.09,Hyundai,Manual,Black,Partial,2,No
1388,1999,8.98,5000,Diesel,3,8449.52,Chevrolet,Automatic,Gray,Full,1,Yes
1389,2023,19.34,5000,Electric,3,14131.31,Tesla,Automatic,Blue,Full,1,Yes
1390,2009,18.64,1800,Petrol,2,7993.83,Tesla,Manual,Gray,Partial,0,Yes
1391,1998,16.27,1500,Diesel,5,4572.19,Kia,Manual,White,Full,1,Yes
1392,2006,17.33,800,Diesel,2,4555.31,Chevrolet,Manual,Gray,Full,2,Yes
1393,2007,18.72,800,Electric,5,5733.46,BMW,Automatic,Silver,Partial,0,No
1394,1996,19.81,1200,Petrol,3,4010.49,Nissan,Manual,Blue,Partial,0,Yes
1395,2021,19.6,800,Diesel,5,6147.19,Chevrolet,Automatic,Red,Partial,0,Yes
1396,2013,16.91,3000,Petrol,5,8011.81,Chevrolet,Manual,Black,None,0,Yes
1397,2013,19.92,1200,Electric,5,8050.55,Volkswagen,Manual,Gray,Full,0,Yes
1398,1998,16.57,5000,Diesel,5,8634.05,Honda,Manual,Red,Partial,0,Yes
1399,1998,21.21,1000,Diesel,1,5394.47,Tesla,Automatic,Black,Full,2,Yes
1400,2020,14.86,2000,Diesel,1,11247.95,Volkswagen,Automatic,Gray,Full,1,Yes
1401,2005,18.37,1500,Diesel,1,6545.04,Ford,Manual,Red,Partial,0,Yes
1402,2021,9.88,1500,Diesel,1,7663.6,Tesla,Manual,Silver,Full,2,No
1403,1999,16.15,1000,Diesel,2,2169.21,Toyota,Manual,Gray,Partial,1,Yes
1404,2014,20.84,1000,Petrol,4,4068.95,Nissan,Automatic,Silver,Full,1,Yes
1405,2005,12.83,2000,Petrol,5,4315.08,Hyundai,Automatic,White,Partial,1,Yes
1406,2004,16.4,1800,Petrol,2,5588.21,Toyota,Automatic,Red,Full,2,No
1407,2002,5.97,4000,Petrol,1,6960.5,Toyota,Manual,White,Full,0,Yes
1408,2000,11.16,1500,Electric,5,4498.95,Kia,Automatic,Red,Partial,0,No
1409,2000,12.47,1800,Petrol,4,4200.52,Hyundai,Manual,Silver,Full,1,Yes
1410,2002,18.51,800,Diesel,5,2043.01,Hyundai,Manual,White,Full,0,Yes
1411,2017,19.67,1000,Petrol,3,5541.59,Honda,Manual,Black,Full,2,Yes
1412,2009,17.72,1200,Petrol,3,4126.87,Nissan,Manual,Gray,Full,0,Yes
1413,2020,16.09,1800,Petrol,2,7214.65,Volkswagen,Automatic,Gray,Full,0,No
1414,2008,16.1,1800,Petrol,4,4857.13,Hyundai,Manual,Silver,Partial,0,Yes
1415,2005,21.58,1500,Petrol,2,5966.79,Ford,Manual,Blue,None,1,Yes
1416,2006,19.06,5000,Diesel,5,9821.17,Chevrolet,Automatic,Silver,Partial,0,Yes
1417,2020,16.33,1200,Diesel,4,5739.75,Kia,Automatic,Silver,Full,1,Yes
1418,2007,24.47,4000,Diesel,2,8601.84,Kia,Manual,Blue,Full,0,No
1419,2002,27.75,800,Diesel,5,2610.32,Hyundai,Manual,Red,Full,0,Yes
1420,2012,11.77,2000,Electric,1,9599.5,BMW,Automatic,Blue,Full,2,Yes
1421,2019,20.61,2500,Diesel,5,9005.79,Kia,Manual,Red,Full,0,Yes
1422,1995,33.45,5000,Petrol,2,11062.77,Chevrolet,Manual,White,Full,0,No
1423,2009,19.4,1500,Petrol,4,5754.42,Tesla,Manual,White,Partial,0,No
1424,2002,18.58,5000,Petrol,4,10830.05,Honda,Manual,White,Full,0,Yes
1425,2022,17.72,1200,Petrol,1,7960.13,BMW,Manual,Blue,None,2,Yes
1426,2005,20.45,3000,Diesel,2,8093.83,Chevrolet,Automatic,Red,Partial,1,Yes
1427,2006,21.77,4000,Electric,1,13451.62,Ford,Automatic,Black,None,0,No
1428,2006,11.78,800,Diesel,3,3476.35,Hyundai,Automatic,Silver,None,0,Yes
1429,1998,17.87,5000,Diesel,5,7202.13,Nissan,Automatic,Blue,Partial,0,Yes
1430,2010,6.65,4000,Petrol,3,8698.36,Chevrolet,Automatic,White,Full,0,Yes
1431,1998,16.95,2500,Petrol,3,5484.28,Volkswagen,Automatic,Black,Full,2,Yes
1432,1999,13.49,800,Diesel,1,2740.85,Kia,Automatic,Red,Full,0,Yes
1433,2018,19.7,2500,Petrol,1,9539.43,Honda,Manual,Red,Full,0,No
1434,1999,9.72,1800,Diesel,5,1000.0,Volkswagen,Manual,Red,Partial,0,Yes
1435,2002,15.44,5000,Petrol,1,9018.93,Kia,Automatic,Blue,Partial,0,Yes
